FRAME;ANGLE;CENTER X;CENTER Y;WIDTH;HEIGHT;
1143;37.5744;172.956;305.34;128.758;129.897;
1144;45.5137;173.087;305.167;128.283;129.993;
1145;31.4248;173.321;305.012;128.885;129.899;
1146;53.5596;173.813;304.772;128.315;129.744;
1147;54.2073;173.667;304.799;128.32;130.045;
1148;52.9689;173.823;304.619;128.316;129.473;
1149;45.8514;173.996;304.642;128.301;129.762;
1150;43.2932;174.247;304.461;127.939;129.749;
1151;44.9543;174.283;304.159;127.918;129.671;
1152;51.8217;174.497;304.143;128.033;129.819;
1153;51.2299;174.534;304.104;128.097;129.836;
1154;53.3867;174.537;303.831;128.355;129.698;
1155;66.444;174.879;303.673;127.715;129.825;
1156;60.0594;174.916;303.35;127.386;129.612;
1157;68.5995;175.277;303.226;127.32;129.559;
1158;62.174;175.296;302.868;127.026;129.57;
1159;64.6821;175.406;302.064;126.88;129.686;
1160;70.2455;175.88;301.246;126.578;129.459;
1161;78.5489;176.385;300.928;126.365;128.995;
1162;72.6581;176.763;300.411;126.314;129.386;
1163;66.8685;177.446;299.908;126.895;128.722;
1164;57.2884;178.378;298.967;127.048;128.988;
1165;62.2038;179.53;297.829;126.821;128.73;
1166;66.6226;180.313;296.113;126.446;127.886;
1167;62.6937;181.047;295.311;125.578;127.522;
1168;67.6872;182.176;294.415;125.418;126.583;
1169;67.0949;182.849;293.357;125.377;126;
1170;67.9236;182.81;290.459;124.561;127.236;
1171;59.4809;182.776;283.438;123.185;127.039;
1172;63.358;184.225;279.785;121.241;125.821;
1173;67.1617;185.217;279.397;121.139;125.409;
1174;67.8489;185.436;278.542;121.467;125.889;
1175;72.9537;185.988;277.903;121.427;125.375;
1176;72.0574;186.29;276.887;121.152;125.772;
1177;77.1664;186.881;276.247;120.886;125.405;
1178;78.9073;187.47;275.947;121.051;125.777;
1179;77.8175;187.824;275.434;120.71;125.77;
1180;79.3926;188.129;275.316;120.639;125.899;
1181;81.3429;188.418;274.715;120.57;126.209;
1182;83.9079;188.582;274.706;120.684;126.415;
1183;82.4821;189.033;274.565;120.618;126.421;
1184;81.5715;189.494;274.494;120.809;125.977;
1185;85.2907;190.194;274.343;121.094;125.896;
1186;83.8965;190.637;274.211;120.838;125.713;
1187;85.8971;191.51;274.128;121.07;125.979;
1188;87.0429;192.331;274.108;120.828;125.813;
1189;88.8674;193.402;274.332;120.556;125.382;
1190;92.3388;195.531;275.085;119.856;124.541;
1191;94.916;196.641;275.117;119.755;124.633;
1192;98.3265;197.747;275.405;119.56;125.142;
1193;94.8648;199.13;275.838;119.202;125.074;
1194;97.7878;200.78;276.197;118.893;125.159;
1195;88.7419;204.385;279.099;118.762;125.273;
1196;104.403;211.489;286.348;120.261;124.257;
1197;107.443;213.771;290.74;121.481;123.43;
1198;101.867;214.538;291.763;121.441;122.845;
1199;94.6786;215.692;292.775;121.201;122.487;
1200;95.9863;217.319;293.472;120.834;122.267;
1201;98.2123;218.954;293.883;120.567;122.335;
1202;104.141;220.8;294.849;120.539;121.822;
1203;107.524;222.246;295.515;120.269;121.983;
1204;123.964;224.202;296.734;120.305;122.325;
1205;119.232;225.719;297.367;120.462;122.592;
1206;140.303;227.473;297.907;120.726;123.074;
1207;137.065;229.274;298.765;120.22;122.424;
1208;147.267;231.444;299.67;119.691;121.887;
1209;141.039;233.689;300.832;119.443;121.866;
1210;143.004;235.517;301.969;118.363;121.603;
1211;147.919;237.468;302.652;118.133;121.874;
1212;155.038;239.234;303.259;118.089;121.002;
1213;148.485;241.215;303.74;117.353;121.463;
1214;149.541;243.117;304.071;117.207;121.908;
1215;155.617;245.42;304.691;116.952;121.736;
1216;154.647;247.674;305.628;116.836;121.339;
1217;154.99;249.587;306.528;116.997;120.42;
1218;159.477;251.864;307.763;116.296;120.413;
1219;162.183;253.764;308.544;116.687;121.31;
1220;161.494;255.836;309.397;116.69;121.77;
1221;162.851;260.381;311.438;116.143;122.078;
1222;163.797;262.38;312.055;116.326;121.738;
1223;157.053;264.604;312.536;115.213;120.925;
1224;158.658;266.849;313.275;114.026;120.325;
1225;162.228;269.457;314.129;113.696;119.837;
1226;161.692;271.967;315.079;112.955;119.885;
1227;161.372;274.504;315.921;112.557;120.265;
1228;163.794;276.806;316.898;111.592;120.348;
1229;163.453;279.045;317.787;111.181;120.159;
1230;166.229;281.359;318.76;110.644;120.267;
1231;166.963;283.635;319.368;110.093;120.524;
1232;167.922;285.773;320.522;109.942;120.14;
1233;167.753;287.669;321.468;109.841;120.352;
1234;167.874;291.619;323.176;108.461;120.788;
1235;170.087;293.632;324.324;108.103;120.675;
1236;169.411;295.613;325.237;107.757;120.584;
1237;172.135;298.037;326.409;107.967;120.96;
1238;0.227407;304.114;329.879;108.187;119.463;
1239;0.333545;310.897;334.385;104.875;120.522;
1240;178.728;312.646;335.308;104.237;121.542;
1241;178.725;313.992;336.062;103.656;121.064;
1242;178.094;315.869;336.899;102.753;120.628;
1243;178.862;317.313;337.426;102.631;120.448;
1244;179.179;319.041;338.147;101.94;119.535;
1245;178.393;320.669;339.219;102.392;119.231;
1246;177.428;322.066;340.105;102.467;118.834;
1247;177.128;323.367;340.386;102.361;118.981;
1248;177.531;324.683;341.171;101.881;119.082;
1249;176.913;326.865;342.388;101.537;119.454;
1250;177.638;328.124;342.605;101.524;119.568;
1251;178.599;329.108;343.093;101.032;119.991;
1252;178.173;330.225;343.64;100.495;120.043;
1253;177.588;330.955;344.519;100.797;121.261;
1254;177.873;332.173;344.76;99.7889;121.177;
1255;179.057;333.074;345.135;99.2487;120.917;
1256;179.303;333.791;345.286;99.1545;120.679;
1257;0.0514687;334.809;345.761;98.8079;120.476;
1258;0.597711;335.891;345.968;98.705;120.899;
1259;0.673861;336.994;346.393;98.4131;120.793;
1260;0.0783088;338.021;346.67;98.107;121.342;
1261;179.487;339.07;347.166;98.3927;122.168;
1262;0.130404;343.552;348.125;97.6023;123.301;
1263;178.073;349.823;349.355;94.1848;122.297;
1264;178.072;352.988;349.858;92.1535;120.778;
1265;178.102;353.982;349.55;92.805;121.25;
1266;177.84;355.046;350;92.482;121.2;
1267;178.263;355.525;350.282;92.2442;121.656;
1268;178.009;356.408;350.233;91.5264;121.362;
1269;177.585;356.903;350.397;91.7696;121.538;
1270;177.497;357.248;350.695;92.1916;122.176;
1271;177.987;357.759;350.852;92.3295;122.311;
1272;178.321;358.306;351.164;91.9291;122.516;
1273;179.047;359.219;351.621;91.9347;122.47;
1274;179.528;359.535;351.755;91.528;122.4;
1275;179.792;359.973;351.999;91.5978;122.453;
1276;0.576918;360.414;351.805;91.459;122.502;
1277;0.353643;360.597;351.82;91.1223;122.505;
1278;0.449572;360.813;351.861;90.9787;122.885;
1279;0.183375;360.927;351.572;91.0336;122.713;
1280;0.193204;361.375;351.99;90.3087;122.767;
1281;0.289713;361.742;352.283;89.7137;122.019;
1282;0.712073;361.977;352.605;89.3922;122.349;
1283;0.0926707;362.303;352.691;89.312;121.873;
1284;0.591858;362.255;352.65;89.3739;121.864;
1285;0.648535;362.638;352.724;88.5059;121.388;
1286;0.853567;363.077;352.735;88.4137;121.14;
1287;0.84747;363.037;352.909;88.6029;120.758;
1288;179.984;362.874;353.38;88.2022;120.733;
1289;0.66084;363.036;353.648;87.516;120.511;
1290;0.338775;363.064;353.639;87.9136;119.543;
1291;0.373388;363.218;353.311;87.4135;118.983;
1292;0.233548;363.355;353.232;87.7653;118.21;
1293;0.116434;363.489;352.987;87.1677;117.911;
1294;0.384376;363.654;353.15;86.6497;117.842;
1295;0.224916;363.764;353.136;86.0496;117.502;
1296;0.412728;363.98;353.145;85.9838;117.345;
1297;0.109083;363.986;352.892;85.5838;116.716;
1298;179.861;364.434;352.779;85.5914;116.678;
1299;179.863;364.639;352.51;85.0783;115.708;
1300;179.765;364.828;352.505;84.9871;116.091;
1301;0.0787877;365.051;352.151;84.662;116.262;
1302;179.693;365.244;351.799;84.581;114.739;
1303;179.922;365.616;351.145;83.7017;114.829;
1304;0.0307911;366.206;350.196;83.3003;114.573;
1305;0.0952586;366.426;349.468;83.6506;114.348;
1306;0.0410735;366.685;348.623;83.1267;113.876;
1307;179.86;367.445;347.338;82.2737;113.657;
1308;179.434;369.81;344.642;80.6787;114.034;
1309;177.544;372.82;339.257;77.8546;113.661;
1310;176.165;373.697;335.856;76.6643;112.366;
1311;175.046;374.591;333.732;76.597;112.637;
1312;174.992;375.383;332.037;76.7695;111.183;
1313;174.648;376.009;330.379;76.4836;110.337;
1314;173.683;376.803;328.594;75.83;109.182;
1315;172.525;377.299;327.077;76.0414;108.653;
1316;170.855;377.443;325.937;75.1522;108.146;
1317;170.329;378.044;324.619;74.7499;108.123;
1318;170.736;380.175;320.387;73.9933;108.794;
1319;168.997;382.747;316.777;71.3029;106.394;
1320;168.171;383.272;315.956;71.1336;105.494;
1321;167.444;383.562;314.756;71.8219;105.909;
1322;166.236;384.025;312.125;69.581;105.885;
1323;165.934;384.277;310.634;68.8435;105.227;
1324;165.55;384.531;309.439;68.7685;105.942;
1325;164.892;384.935;308.556;68.6641;105.736;
1326;164.572;385.226;307.658;69.1765;104.294;
1327;164.41;385.087;307.358;68.237;104.103;
1328;163.932;385.121;306.867;68.5482;103.765;
1329;164.087;385.531;306.148;67.6991;103.119;
1330;163.73;385.863;305.96;68.1309;103.021;
1331;163.753;385.654;304.795;67.9441;103.117;
1332;163.94;385.495;304.138;67.5447;103.216;
1333;163.693;385.677;304.408;67.5474;102.436;
1334;165.06;386.326;307.811;67.1881;101.854;
1335;166.414;385.761;309.408;68.4007;103.237;
1336;165.613;384.129;309.756;68.5307;101.967;
1337;166.018;383.671;309.586;68.4482;101.131;
1338;165.505;382.638;309.464;68.3981;102.046;
1339;164.877;381.886;308.824;68.5632;101.502;
1340;164.746;381.26;308.444;68.5965;101.477;
1341;165.045;380.339;307.935;68.2369;100.549;
1342;164.89;379.689;307.276;68.665;99.5682;
1343;164.687;378.651;306.594;68.8077;99.783;
1344;164.162;377.552;305.726;68.6745;99.4539;
1345;164.342;376.42;304.751;69.2785;99.313;
1346;164.093;375.032;303.683;69.3184;99.0648;
1347;163.704;373.57;302.268;69.4689;98.6946;
1348;162.939;372.336;300.535;69.3273;98.9851;
1349;162.624;370.376;300.244;69.1637;99.6683;
1350;160.732;363.956;300.711;70.8263;99.9529;
1351;160.864;358.84;302.124;73.7254;99.4502;
1352;161.169;357.326;301.549;73.9337;99.9084;
1353;160.997;355.327;300.751;73.9507;100.15;
1354;161.663;352.001;298.797;74.4799;99.3867;
1355;161.612;350.538;298.143;74.8777;99.5862;
1356;160.667;348.893;297.145;74.9107;99.092;
1357;160.127;347.448;296.088;74.9689;97.9237;
1358;159.362;345.804;294.811;75.9261;98.9655;
1359;158.834;344.01;293.639;76.1743;98.7092;
1360;158.223;342.188;292.619;76.7757;98.6678;
1361;156.449;340.322;291.676;77.5174;98.0217;
1362;157.325;338.233;290.534;77.4211;98.0593;
1363;157.384;335.926;289.53;76.9591;98.1156;
1364;156.365;333.918;288.409;77.2698;97.6203;
1365;156.345;331.828;286.851;77.2121;97.5957;
1366;156.88;329.606;285.386;77.8094;97.9967;
1367;154.769;327.411;284.303;79.251;98.082;
1368;154.517;324.635;282.85;79.7306;98.5943;
1369;154.274;322.335;281.992;79.3305;98.4957;
1370;153.289;320.038;281.185;79.7422;99.4915;
1371;152.387;317.724;280.007;80.5073;99.3104;
1372;152.548;315.169;278.894;80.4388;99.4368;
1373;151.321;312.598;278.243;80.5803;99.7986;
1374;149.922;310.227;277.208;81.5106;99.1487;
1375;147.737;307.354;276.35;81.8836;99.6426;
1376;145.715;302.508;274.205;82.7611;99.1035;
1377;144.568;299.925;272.929;82.7559;98.7538;
1378;144.894;297.538;271.761;84.0505;98.3305;
1379;142.177;294.993;270.703;84.756;98.8006;
1380;141.851;292.502;270.19;85.1287;99.5293;
1381;140.707;290.382;269.763;86.6199;100.686;
1382;139.699;288.097;269.405;87.4741;100.331;
1383;139.957;285.606;268.996;87.7293;100.13;
1384;138.46;282.754;268.154;88.082;100.287;
1385;139.024;280.494;268.007;88.7506;100.639;
1386;140.744;278.453;267.113;89.0763;100.491;
1387;140.001;276.594;266.458;89.2008;101.147;
1388;136.505;274.593;265.426;89.882;101.779;
1389;133.625;272.203;264.957;89.7362;102.62;
1390;131.221;265.697;265.24;90.8863;104.608;
1391;130.725;261.017;265.397;93.0428;103.962;
1392;131.569;259.015;265.219;93.6245;104.398;
1393;130.959;256.775;264.611;94.0673;104.571;
1394;129.858;254.957;263.953;94.0727;104.275;
1395;128.777;253.597;263.46;94.2256;104.314;
1396;127.605;251.995;262.955;94.5455;104.81;
1397;124.876;250.081;262.363;95.1996;105.084;
1398;127.316;247.967;261.777;95.755;104.999;
1399;125.56;246.53;261.554;96.1954;106.079;
1400;123.57;244.798;261.114;96.2053;106.018;
1401;120.764;242.915;260.63;96.4673;105.96;
1402;121.091;241.515;260.082;97.2098;106.305;
1403;120.044;238.305;259.668;98.5195;107.642;
1404;118.171;236.717;259.226;98.6095;108.324;
1405;116.442;235.319;258.953;99.4935;108.298;
1406;115.548;233.733;258.607;100.067;108.825;
1407;113.661;232.078;258.185;99.8776;109.216;
1408;111.829;230.749;257.815;100.221;109.321;
1409;107.484;229.4;257.619;100.187;109.275;
1410;108.282;228.089;257.43;100.165;109.533;
1411;105.951;224.892;257.108;100.45;110.376;
1412;104.879;223.651;257.183;101.095;110.222;
1413;106.538;222.364;256.933;101.511;110.613;
1414;106.707;221.198;256.851;102.018;111.208;
1415;105.944;220.016;256.508;102.653;111.509;
1416;107.13;219.048;256.154;103.111;112.505;
1417;105.103;218.143;256.094;103.649;113.212;
1418;106.773;217.166;255.973;104.225;113.34;
1419;107.362;215.975;255.62;104.612;113.247;
1420;104.483;214.723;255.344;104.696;114.124;
1421;104.253;213.656;255.232;104.862;114.358;
1422;103.935;212.853;254.848;105.153;114.421;
1423;101.033;212.003;254.545;105.157;114.665;
1424;101.542;211.151;254.077;105.407;114.989;
1425;101.479;210.208;253.635;105.255;114.962;
1426;100.184;208.532;252.21;105.636;115.703;
1427;101.165;205.242;250.388;106.088;116.475;
1428;102.654;200.571;246.236;106.169;115.984;
1429;99.1029;199.446;243.555;104.561;115.81;
1430;99.7042;199.253;243.207;104.614;116.377;
1431;102.01;198.476;242.637;105.029;116.369;
1432;100.932;197.958;241.961;105.171;117.036;
1433;100.922;197.441;241.478;104.847;117.586;
1434;101.15;196.581;240.995;105.177;118.2;
1435;101.311;196.128;240.599;105.416;118.128;
1436;101.177;195.462;240.177;105.562;118.398;
1437;100.803;194.842;239.93;105.909;118.526;
1438;98.6542;194.202;239.526;105.784;119.191;
1439;98.1786;193.967;239.495;106.047;119.128;
1440;98.0944;193.618;239.289;106.156;119.722;
1441;97.95;193.484;239.412;106.311;119.63;
1442;96.6453;193.013;239.113;106.462;119.64;
1443;96.0296;193.026;238.903;106.763;120.077;
1444;97.7652;192.839;239.038;107.022;119.803;
1445;96.4915;192.809;238.909;106.724;119.881;
1446;97.6882;192.669;238.934;106.807;120.19;
1447;96.305;192.644;239.3;106.749;119.948;
1448;98.2864;192.371;239.952;107.156;120.467;
1449;100.261;190.632;242.439;107.058;120.946;
1450;96.8104;188.64;246.739;108.565;120.798;
1451;95.8513;188.326;248.874;109.423;121.28;
1452;95.2662;187.816;249.428;109.277;121.658;
1453;94.3131;187.824;249.747;109.219;121.537;
1454;95.0787;187.737;250.05;109.289;121.501;
1455;93.6905;187.751;250.301;109.034;121.646;
1456;93.6589;187.449;250.408;109.136;121.688;
1457;95.0052;187.475;250.645;109.114;121.72;
1458;94.1869;187.523;250.613;108.973;121.304;
1459;93.5261;187.749;250.793;108.566;121.225;
1460;93.0109;187.896;250.813;108.71;121.088;
1461;94.7641;188.09;250.634;108.48;120.58;
1462;94.0938;188.485;250.222;108.099;120.415;
1463;94.5416;188.794;249.939;108.187;120.372;
1464;95.0813;189.271;249.727;107.929;120.039;
1465;96.4606;189.774;249.427;107.63;119.375;
1466;98.1809;190.199;248.637;107.234;118.655;
1467;98.0661;190.578;248.173;107.529;118.782;
1468;97.5542;190.936;247.545;107.208;118.526;
1469;96.467;191.056;245.856;107.212;117.857;
1470;94.3946;190.094;239.774;106.398;118.836;
1471;93.4082;189.64;234.216;103.04;117.722;
1472;94.9189;190.601;233.317;102.75;117.021;
1473;95.6114;191.335;232.798;103.177;117.218;
1474;94.8954;191.704;232.033;102.598;116.499;
1475;95.238;192.482;231.114;101.97;116.718;
1476;94.54;192.975;230.32;101.95;117.252;
1477;95.6493;194.086;229.257;101.542;117.419;
1478;95.0453;194.63;228.403;100.717;117.402;
1479;95.4398;195.2;227.511;100.621;117.506;
1480;96.0065;195.656;226.952;100.076;117.329;
1481;97.0979;196.06;226.202;100.12;117.035;
1482;96.9398;196.356;225.708;100.523;117.291;
1483;97.382;196.757;224.786;100.314;117.182;
1484;97.2716;197.293;224.419;100.45;117.261;
1485;97.6634;197.678;223.428;100.423;117.048;
1486;98.7955;198.519;222.894;100.336;116.969;
1487;97.871;198.725;222.352;99.3877;117.074;
1488;98.416;199.31;222.019;99.4435;116.573;
1489;99.0063;199.856;221.258;98.8676;116.796;
1490;99.5871;201.02;220.312;98.5525;117.228;
1491;100.295;201.466;219.631;98.2744;117.316;
1492;100.396;202.164;219.172;98.348;117.248;
1493;100.258;203.017;218.544;97.6467;117.521;
1494;100.553;203.534;218.223;97.3379;117.129;
1495;101.09;204.103;217.866;97.0453;116.778;
1496;101.305;204.818;217.922;96.8951;116.339;
1497;101.323;205.475;217.789;96.6951;116.41;
1498;101.042;206.134;217.646;96.9452;116.478;
1499;101.808;206.716;217.399;97.1132;115.985;
1500;101.982;207.172;217.238;97.1059;115.52;
1501;101.759;207.77;216.977;96.3727;115.676;
1502;101.458;208.158;216.791;95.966;116.111;
1503;101.817;209.13;216.825;96.0932;115.775;
1504;102.27;209.469;216.955;96.2351;115.585;
1505;101.771;210.082;217.148;96.5757;115.355;
1506;102.569;210.725;217.235;96.2499;115.5;
1507;103.017;212.821;217.762;96.0855;115.446;
1508;104.167;213.703;217.632;96.1064;115.347;
1509;103.653;214.739;218.053;96.1314;115.442;
1510;103.82;216.087;218.272;96.1882;114.97;
1511;103.403;217.309;218.608;96.0021;114.96;
1512;103.227;218.52;218.744;95.7048;114.768;
1513;103.4;219.54;218.797;96.0527;114.969;
1514;103.854;220.783;218.821;95.6362;115.076;
1515;103.476;221.843;219.021;94.9595;114.342;
1516;103.843;223.376;219.043;95.0084;114.805;
1517;104.079;224.682;219.307;94.7026;114.676;
1518;105.728;226.253;219.239;94.3064;114.606;
1519;107.208;227.96;219.122;93.975;114.252;
1520;107.774;229.28;218.893;93.3642;113.263;
1521;107.845;231.045;218.994;92.8644;112.979;
1522;109.254;232.567;219.156;92.924;112.842;
1523;108.833;234.338;219.465;92.5897;112.597;
1524;109.584;236.202;219.739;92.6158;112.059;
1525;111.295;237.782;219.666;92.5743;111.965;
1526;111.776;239.404;219.954;92.592;112.425;
1527;113.822;241.436;220.304;92.2203;111.551;
1528;115.426;243.385;220.57;92.0032;111.092;
1529;115.291;245.4;220.84;91.9197;110.697;
1530;115.846;247.016;221.529;91.281;110.514;
1531;117.304;248.894;221.999;90.564;110.44;
1532;118.545;250.763;222.265;89.9023;110.628;
1533;121.105;252.979;223.019;89.9854;109.585;
1534;122.34;254.979;223.792;89.646;109.666;
1535;122.016;256.955;224.256;89.7394;110.05;
1536;122.413;259.378;224.946;89.1907;108.973;
1537;123.611;261.703;225.75;89.3227;108.732;
1538;124.647;266.961;227.009;89.2396;108.072;
1539;123.895;269.547;227.598;88.552;108.836;
1540;122.51;272.017;228.134;88.8878;109.187;
1541;123.771;274.398;228.446;88.3204;108.413;
1542;124.382;276.738;229.337;88.2194;107.842;
1543;128.614;281.684;231.255;87.8841;107.418;
1544;130.902;283.737;232.444;87.6609;107.411;
1545;130.825;285.886;233.671;86.8889;107.92;
1546;130.793;288.392;235.367;86.5703;107.39;
1547;131.033;290.978;236.394;86.3011;107.049;
1548;132.948;292.938;237.372;85.8056;106.96;
1549;134.171;295.044;238.219;85.5049;107.165;
1550;136.123;296.829;239.513;84.9466;107.318;
1551;137.449;299.137;240.048;84.8751;107.392;
1552;137.619;301.051;241.052;84.035;107.255;
1553;137.433;302.865;241.945;83.9354;107.066;
1554;137.794;307.142;244.021;83.916;107.818;
1555;138.923;308.997;245.095;83.3914;107.379;
1556;139.057;310.884;245.638;82.812;106.868;
1557;141.305;313.334;246.496;81.7373;105.941;
1558;141.746;315.277;246.86;81.125;104.961;
1559;142.423;317.098;247.817;80.2978;104.737;
1560;142.853;319.217;248.368;80.1262;104.088;
1561;143.803;322.005;250.425;79.6311;104.327;
1562;146.186;329.247;254.275;79.5028;104.718;
1563;149.325;333.104;256.992;77.5225;105.544;
1564;150.57;336.651;258.637;77.8412;105.972;
1565;150.85;338.603;259.998;77.0651;105.843;
1566;150.488;339.83;260.877;76.4281;105.902;
1567;151.806;341.261;261.807;76.0293;105.659;
1568;152.131;342.945;262.728;75.439;105.414;
1569;151.163;344.435;263.593;74.3949;104.3;
1570;150.872;345.611;264.855;73.8227;103.904;
1571;151.854;347.042;265.46;73.5257;103.709;
1572;152.627;348.548;266.061;73.5673;103.326;
1573;153.076;350.113;266.754;72.9554;102.81;
1574;151.761;351.383;267.656;72.5691;102.708;
1575;151.803;352.98;268.378;72.7456;103.118;
1576;151.948;354.353;268.898;72.1474;103.385;
1577;152.916;355.699;269.989;71.242;103.114;
1578;153.336;356.879;270.666;70.25;102.819;
1579;154.118;358.359;271.538;69.5401;103.092;
1580;154.994;359.604;272.261;69.3278;103.489;
1581;154.739;360.738;272.772;69.377;103.054;
1582;154.53;362.032;273.665;68.6459;102.879;
1583;154.326;364.561;274.786;69.5297;103.197;
1584;155.238;365.72;275.245;68.3316;103.071;
1585;155.381;367.129;275.972;68.3043;103.367;
1586;154.66;367.924;276.618;67.6806;103.026;
1587;155.702;369.228;277.334;67.871;103.525;
1588;156.768;373.558;280.384;66.9047;101.369;
1589;160.462;380.084;286.295;61.7679;98.2173;
1590;160.361;384.065;289.224;59.8528;97.9672;
1591;159.744;384.831;289.921;60.7456;97.4137;
1592;160.508;385.696;290.795;60.1849;97.2631;
1593;161.471;386.885;291.196;59.9067;97.9166;
1594;160.99;387.885;291.758;59.5285;98.0044;
1595;160.803;389.589;293.434;59.9134;96.9716;
1596;161.597;390.429;293.934;58.8857;96.618;
1597;161.876;390.846;294.368;59.01;96.5186;
1598;162.554;391.975;295.227;58.7866;95.5268;
1599;162.683;392.612;296.271;58.156;95.3904;
1600;163.431;393.395;296.706;58.2658;95.8834;
1601;163.055;394.034;297.253;58.0131;96.2205;
1602;163.601;394.898;297.78;57.565;95.9521;
1603;163.669;395.625;298.649;57.373;95.4562;
1604;163.757;395.742;299.008;56.8646;96.5259;
1605;163.86;396.049;299.273;57.0416;96.3675;
1606;163.842;396.279;299.411;56.8536;95.653;
1607;164.038;396.716;299.768;56.9844;95.6849;
1608;163.487;396.789;299.682;56.6872;95.4948;
1609;163.811;398.153;299.212;55.2467;96.093;
1610;162.909;399.6;298.672;53.4572;94.8694;
1611;162.57;399.482;298.043;54.1819;95.0788;
1612;162.838;399.807;297.933;54.3307;95.3096;
1613;163.584;399.834;297.878;54.4212;96.1649;
1614;163.768;400.36;297.82;53.5139;94.9941;
1615;163.412;400.348;297.601;54.141;94.4819;
1616;163.028;400.404;297.553;54.1182;94.9668;
1617;163.767;400.628;297.196;53.063;93.8732;
1618;163.297;400.495;296.758;53.3711;93.5825;
1619;163.273;400.539;297.074;53.1008;92.8874;
1620;163.354;400.536;296.899;53.4485;93.5589;
1621;162.815;400.387;296.59;53.8153;93.6479;
1622;162.874;400.315;297.04;52.9703;93.887;
1623;163.582;400.28;297.103;53.4076;93.029;
1624;163.503;400.462;297.377;53.2828;92.8423;
1625;163.619;399.883;297.184;53.6522;93.6355;
1626;163.881;399.54;297.237;53.7793;93.967;
1627;163.87;399.3;297.203;53.6633;93.6255;
1628;163.358;399.291;297.983;53.8856;93.8331;
1629;163.259;399.099;298.78;53.872;94.5224;
1630;163.661;398.829;299.026;54.193;93.734;
1631;163.244;398.777;299.86;54.5488;93.6687;
1632;163.751;398.716;300.565;54.3596;93.4922;
1633;164.173;398.667;301.197;54.5037;92.8335;
1634;164.032;398.335;301.64;54.6338;92.8762;
1635;164.401;398.098;302.407;54.9712;92.7992;
1636;164.726;398.169;302.668;55.1948;93.3647;
1637;164.287;398.242;303.091;55.4135;92.5064;
1638;164.642;397.79;303.914;55.5976;93.1696;
1639;164.692;397.768;304.374;56.2367;92.5983;
1640;164.864;397.876;305.181;56.3449;92.6005;
1641;165.096;397.662;306.907;55.6212;92.4319;
1642;166.005;397.892;307.085;56.2661;92.1598;
1643;166.305;397.691;308.181;56.1772;92.0187;
1644;166.591;397.685;308.553;56.3919;91.9844;
1645;166.772;397.574;309.62;56.7137;91.9294;
1646;166.778;397.557;310.087;57.3535;91.3204;
1647;166.87;397.225;310.435;58.0539;92.3344;
1648;167.287;396.923;310.703;57.8603;92.4425;
1649;168.029;397.646;314.192;56.9907;91.8384;
1650;170.057;398.63;318.611;56.5957;92.3593;
1651;170.954;398.135;319.999;57.7446;93.4633;
1652;170.286;397.207;320.65;57.962;93.4874;
1653;170.31;397.025;321.471;58.3723;93.4674;
1654;171.188;396.893;321.789;59.3113;93.3149;
1655;171.015;396.542;322.117;59.5003;93.6478;
1656;171.213;396.324;322.768;59.9419;93.4138;
1657;171.147;396.211;323.06;60.0827;93.504;
1658;171.46;395.873;323.871;60.8111;94.3139;
1659;171.563;395.697;323.848;60.9984;94.2876;
1660;171.507;395.501;324.33;61.4877;95.0609;
1661;171.839;395.383;324.515;61.7579;95.0058;
1662;171.782;395.227;325.045;61.6391;95.3868;
1663;171.758;394.899;325.367;62.1634;96.2385;
1664;172.057;394.539;325.936;62.3284;95.9954;
1665;172.391;394.31;326.308;62.1988;96.3147;
1666;172.24;393.852;326.642;62.0901;96.2717;
1667;171.885;393.47;326.997;62.2039;96.0315;
1668;172.699;393.342;327.343;62.5036;96.4603;
1669;172.285;392.833;327.878;62.387;95.8432;
1670;171.967;392.375;328.184;62.0325;96.0145;
1671;172.522;392.107;328.25;62.5738;95.6238;
1672;172.461;391.658;328.546;62.8059;95.7481;
1673;172.562;391.226;328.667;62.9393;95.6372;
1674;172.519;390.742;328.605;63.5405;95.9867;
1675;172.712;390.053;329.419;63.7071;95.9687;
1676;172.868;389.682;329.732;64.4046;96.118;
1677;172.514;388.727;330.019;64.7595;96.3035;
1678;171.876;388.533;329.959;65.6554;96.8605;
1679;172.067;387.924;329.798;65.716;96.7514;
1680;172.187;387.045;330.018;66.2652;96.7292;
1681;172.459;386.51;329.794;66.3375;97.1045;
1682;172.334;385.773;329.64;66.8029;97.3859;
1683;172.01;384.921;329.484;67.2071;98.0353;
1684;172.16;384.003;328.9;68.5704;98.3102;
1685;170.69;382.455;328.618;68.5555;98.7803;
1686;170.674;376.628;326.09;68.6529;99.0591;
1687;169.052;372.44;321.786;70.4058;98.505;
1688;169.276;372.046;320.947;69.857;97.6612;
1689;169.516;371.294;320.486;70.2778;97.5381;
1690;169.951;370.313;319.606;70.4462;98.0135;
1691;168.961;369.197;319.012;71.5208;98.0082;
1692;168.586;368.089;318.607;72.1461;98.3235;
1693;168.074;367.012;317.781;72.6688;97.9929;
1694;167.799;365.652;316.997;72.8452;97.9633;
1695;167.822;364.508;316.551;73.2731;98.3244;
1696;167.91;363.154;316.047;73.3729;98.9157;
1697;167.007;362.191;315.139;73.7203;98.4591;
1698;166.129;361.011;314.427;73.9345;98.5297;
1699;166.399;359.958;313.908;74.4286;99.0709;
